year,district,A1101,A1102,A1414,A2101,A210102,B1101,B1103,C120110,D2201,D320101,D320108,D320113,D320115,D320122,D320406
2021,高知県第１区,486227,474537,420205,485089,256852,298382,53706,626981330,0.2635294117647059,62426066,69151446,111250180,21835751,373395,41777960
2021,高知県第２区,531845,520429,462653,535136,283243,442880,76200,666404788,0.2788888888888889,66491281,89190201,120082721,25843447,387690,57088084
2021,鳥取県第１区,277037,272971,239109,274046,142371,202380,42158,329914628,0.29285714285714287,33143335,46161122,54026130,12194630,235991,15807243
2021,鳥取県第２区,276370,271008,237939,278000,144839,148334,47926,344138377,0.3541666666666667,33348818,43931340,55903186,13215648,260680,17708969
2021,鹿児島県第１区,594273,564229,480749,599347,320255,68011,28307,805299366,0.29,87541188,32399341,140465060,22537611,702891,52261911
2021,鹿児島県第２区,822420,790409,679768,831913,441775,265295,107425,1023221761,0.24411764705882355,110219877,103345572,196145514,38099359,852598,86137043
2021,鹿児島県第３区,378178,373761,326943,380843,200008,270067,95143,396839923,0.39,44983982,66747558,83509433,21648512,372972,37709525
2021,鹿児島県第４区,386513,380460,330467,391968,203562,370084,125650,411997316,0.3157142857142857,45182212,77337615,88699345,24379177,338224,38043488
2024,三重県第１区,433682,418130,375310,417526,215289,133476,49248,683492163,0.645,63984200,34951789,77262413,12420044,503740,17255599
2024,三重県第２区,716082,675699,602952,689787,346486,128000,68833,1198295394,0.872,138410845,19640233,123710325,19276025,846591,30880710
2024,三重県第３区,587520,563702,504579,572352,286355,72312,48178,1058701335,0.905,123388091,11263651,98812710,14517981,711923,30796844
2024,三重県第４区,338394,333701,299876,333963,175706,264308,57978,436360522,0.37533333333333335,42613414,63815277,63004006,11080013,344423,23806847
2024,京都府第１区,496239,460330,419891,445796,237307,13191,5310,807340402.8346028,0.81,98831943.88203725,18317863.29019489,107111156.14979145,14066150.93168906,496319.4754228045,22680803.236135248
2024,京都府第２区,337742,317686,286787,301192,159867,28295,5285,545461311.0269264,0.81,66773570.96456353,12376050.660168283,72367233.76402655,9503477.22145845,335327.0451990267,15323772.506478406
2024,京都府第３区,431278,413574,369640,412613,214286,9452,6945,734413050.7124263,0.79,80754920.21370429,16777698.477101587,90558174.93847984,12509061.739047088,476180.0852980307,20131581.899192147
2024,京都府第４区,482594,456979,409395,457888,239192,149560,26438,764109759.4260445,0.562,88717189.93969494,35234586.57253525,103778319.14770216,16326337.107805403,522124.39408013807,27309152.3581942
2024,京都府第５区,279126,273155,241913,273584,139425,208628,48113,367259962,0.40714285714285714,37182329,47063429,56796193,12611052,325249,19276369
2024,京都府第６区,551108,539040,474083,542809,280434,52095,25639,850177715,0.5958333333333333,78553607,32093932,100644294,16060572,679256,24839884
2024,佐賀県第１区,406889,395282,340847,399148,208551,75953,46075,581720836,0.6185714285714285,56211534,30888059,77710595,17368773,441061,28775806
2024,佐賀県第２区,404553,401003,348793,399944,209618,168116,87384,488426393,0.4684615384615385,47908430,64726212,86113910,22903893,369165,29792705
2024,兵庫県第１区,497827,441432,400817,459206,245510,9566,6395,824940378.4073608,0.7899999999999999,96137673.61693819,22741976.748771477,111393651.5375616,15186358.20337338,580855.4468092689,37657477.466968685
2024,兵庫県第１０区,412472,404386,354976,407911,208720,21691,17546,634227136,0.8575,66046761,8583181,73915853,11061416,541720,34517495
2024,兵庫県第１１区,530495,516789,452691,516292,265792,53456,22913,835038611,0.89,96684619,12982889,102047887,14006813,635889,52279104
2024,兵庫県第１２区,818320,799729,702279,799377,411957,243222,61533,1226211540,0.5536363636363636,139090120,56185350,154621975,24384991,983609,74228038
2024,兵庫県第２区,900014,853099,758238,875483,459793,36628,18460,1836307080.7858458,0.8324999999999999,171496360.03413337,22617190.800965685,185029712.24509105,25610263.42323398,889488.9852974841,55364216.83893508
2024,兵庫県第３区,374021,352647,312616,366639,195255,5704,4623,658648439.6956842,0.7899999999999999,76758188.0838678,18157636.470762197,88938857.51945761,12125083.699530523,463766.2838959063,30066462.287104115
2024,兵庫県第４区,503012,483028,431524,487998,251249,103362,50489,785743299.1111091,0.62,88034194.26506062,38465912.97950064,105783179.69788975,17499128.67386212,602034.2839973408,37645656.40699212
2024,兵庫県第５区,550310,543853,481096,545643,284232,335819,71358,817936161,0.458,73625254,79619274,99911404,19852516,604581,31765205
2024,兵庫県第６区,576891,569380,498321,580212,305981,18024,10296,1044240284,0.8066666666666666,87476793,18551120,104893687,15341569,624520,19429563
2024,兵庫県第７区,579509,563208,490106,568552,302471,11843,7440,1430546832,0.99,110924062,3432831,104586151,14697338,436995,32144684
2024,兵庫県第８区,459593,407327,366429,446553,230019,5071,5071,723653381,0.8400000000000001,79557367,12499119,104097931,13723366,459443,20079335
2024,兵庫県第９区,430941,420903,369280,429784,222925,64505,33309,653699898,0.5075,60311228,37607370,82703701,13637794,520191,19885339
2024,北海道第１区,890820,867050,776148,874207,468559,84257,23232,1374653098.9736888,0.74,150855256.9255821,47981067.970215455,214725456.86235744,27504436.549629323,990747.4857404927,44956893.72408624
2024,北海道第１０区,325014,323059,293408,311202,164558,923752,285296,390754940,0.21406250000000002,35311726,115073485,76601044,20502898,219290,46125406
2024,北海道第１１区,332648,330563,291686,326007,169550,1082790,403115,514765350,0.3036842105263158,46927147,73532035,71148633,19096130,362261,43011239
2024,北海道第１２区,335502,331626,297863,320680,165100,1531623,420150,515423972,0.2357142857142857,44612127,110344724,74210070,26443544,260056,69790335
2024,北海道第２区,554702,539528,480516,541605,284396,12054,12012,851650686.4731634,0.74,93460657.97594838,29726124.72561824,133030713.62267415,17040060.71498168,613806.3319265111,27852531.9809081
2024,北海道第３区,549488,543405,485503,545720,289441,14057,9171,858121347.8866235,0.74,94170752.2468119,29951977.521005873,134041452.7897005,17169527.48475328,618469.9023438403,28064149.615718406
2024,北海道第４区,615422,606562,541362,605959,322715,516006,119386,873759223.714282,0.3765217391304348,99311568.93951729,75642171.5102119,147218320.27005327,22406259.743062392,599997.4261673031,42807853.783978894
2024,北海道第５区,703386,697827,622113,695220,362872,175533,82968,1023507200.2567401,0.58375,103579808.2901262,47662880.791386835,155680114.22615814,23392149.491526917,783544.7547550983,35809558.56063062
2024,北海道第６区,481953,476360,425921,469417,249390,1061869,284380,621348636,0.22869565217391305,57408394,101538974,113569627,25038326,406372,39382780
2024,北海道第７区,294384,290567,260679,284245,148176,943580,320232,402194115,0.29846153846153844,39043515,71910274,71983471,16667137,258045,42342680
2024,北海道第８区,413767,409222,369997,401313,215504,656773,121394,505357553,0.2611111111111111,50344364,83348580,96384870,18059940,339379,34816778
2024,北海道第９区,445726,441683,393773,431222,222486,850833,201564,596493374,0.34444444444444444,66776052,73400098,107133194,19037200,394848,48960701
2024,千葉県第１区,521262,484583,429518,503252,252869,8713,8289,1008818461.6916316,0.93,109362360.84166649,7022769.412134234,103677573.54377674,12194981.613816967,677287.9160007567,25463410.66445853
2024,千葉県第１０区,395257,380887,348452,375708,189470,93131,75226,578894282,0.625,65239334,41913573,68577782,13821396,390363,26068590
2024,千葉県第１１区,410235,401624,367380,402697,202531,116171,75426,557899730,0.5511764705882353,52863355,41886665,72273518,16090054,408655,21578267
2024,千葉県第１２区,444813,433965,387700,436118,217716,133391,61931,688043506,0.7125,77188341,24160496,80645441,19571678,505261,25858211
2024,千葉県第１３区,496099,482399,428790,490808,247806,32890,27451,850321512,0.8185714285714286,73730405,13026216,82895063,12338791,627513,17405155
2024,千葉県第１４区,819104,785747,700789,797942,400551,10659,10224,1614926352,0.9550000000000001,131188458,5858555,140151898,21813513,879649,28578832
2024,千葉県第２区,376826,361985,326705,369436,186453,8558,7634,716872346.5660796,0.9400000000000001,67215297.64317125,3713628.222309472,67808588.25339173,8692357.492151229,479285.5357224009,11523475.57355271
2024,千葉県第３区,398945,386355,342872,392009,192841,43441,27549,707782848.5899954,1,77093718.39059542,1896734.059119699,74515319.85238095,10494813.231531633,486630.0484232175,15261096.68867437
2024,千葉県第４区,1139583,1085793,975756,1101749,549335,14307,13762,2337536779,1.025,189147977,4416234,195445881,30549052,1156976,39153001
2024,千葉県第５区,668038,635271,573295,639398,319266,7475,7352,1522761890,1.3050000000000002,123232018,169917,111746116,15878449,569783,30540775
2024,千葉県第６区,498232,476848,433082,479216,241041,6138,5954,920134146,0.9,70433573,7691459,88552577,11591260,480072,10168636
2024,千葉県第７区,352487,342773,298189,354371,178360,13887,12886,648107393,0.905,53321632,5011267,63617847,8366481,495704,16974276
2024,千葉県第８区,426468,407361,361951,422765,213831,11474,10296,820956124,0.96,69218634,3193486,73167039,9193642,541336,15719103
2024,千葉県第９区,476714,461016,416959,467985,234501,29734,23073,836349878.1522936,0.8375,74930253.12456682,10252796.306436595,86272384.35045059,12200431.662500173,561374.4998536248,14926772.073314387
2024,和歌山県第１区,469512,463250,409362,469033,246041,47557,28949,681717518,0.62,72019869,24815752,96651290,14199815,517882,22715185
2024,和歌山県第２区,453072,448158,399842,447564,236109,424911,83389,558024960,0.32851851851851854,54634561,101174037,94470688,20866573,412787,50346560
2024,埼玉県第１区,458192,442479,385690,456925,232538,6864,6727,971216213.8706341,0.98,95776766.57704747,2303143.9542234284,87464506.14940494,9818853.64433417,740072.3204856035,23919067.258148335
2024,埼玉県第１０区,389998,377594,342904,376873,188376,40588,30085,595597844,0.746,55722385,15773102,64912526,10758319,468749,13408841
2024,埼玉県第１１区,404351,392721,353573,392338,196958,133198,47631,577877935,0.5700000000000001,57000124,31177200,71790943,11735351,519071,19888108
2024,埼玉県第１２区,437517,425386,384249,427095,213564,41925,41456,668768864,0.79,64391313,17108406,75507227,11054193,581080,13703265
2024,埼玉県第１３区,437194,428032,383991,429204,214787,22931,22714,702953653,0.7842857142857144,60959322,15059349,71779253,10249889,557154,13259436
2024,埼玉県第１４区,483812,465531,421652,467320,230506,7561,7561,880590678,0.9733333333333334,78115282,3897691,84987992,10916247,662279,16429188
2024,埼玉県第１５区,505406,476279,428419,483103,239325,5576,5552,1031231517.943885,1.0225,99684318.60491341,2976066.226474529,94851428.82314804,10978462.169799428,707057.8522204552,27709110.885772236
2024,埼玉県第１６区,441852,432636,369376,435557,218345,16303,16173,760947214.3312719,0.81,65079660.89582525,13068164.06184431,78872522.50536151,10174392.191598013,620548.7770814955,15240591.712169541
2024,埼玉県第２区,594274,555098,511270,565162,279326,6195,6139,1132140000,0.96,98362445,4740550,112522851,12689333,752312,31053289
2024,埼玉県第３区,935895,890051,808837,901550,448841,12219,12151,1744414416,0.9450000000000001,148150234,8570369,172446305,20159703,1248922,49979464
2024,埼玉県第４区,466435,451048,399539,457497,228030,6121,5981,931727763,0.9600000000000001,75102612,4063235,83565170,11185843,589851,15455557
2024,埼玉県第５区,463794,448419,396620,462521,233234,6717,6681,983110782.8542092,0.98,96949752.92221387,2331350.757457732,88535691.52208552,9939105.99426839,749136.0502124458,24212006.14390989
2024,埼玉県第６区,483717,469938,415916,480169,242463,15812,15549,816387966,0.8075,65851476,14117831,79883119,10850426,606246,13444726
2024,埼玉県第７区,466430,430669,366337,453723,228244,12890,12590,818698549,0.905,73409835,4427479,80590865,10441699,599999,12034700
2024,埼玉県第８区,494495,459075,392860,485615,245840,10208,9449,905042170,0.9566666666666667,77954708,5212222,85299393,10993408,596636,17003988
2024,埼玉県第９区,475677,465821,420219,463211,232616,40867,20014,742393728,0.775,68367126,12224100,78273566,11016735,535956,16668055
2024,大分県第１区,475614,465298,400596,472752,245798,50239,24587,710184719,0.9,78691091,7970279,94157094,14099689,554969,22586351
2024,大分県第２区,767106,753866,658988,761363,397785,440020,109188,1033225651,0.41300000000000003,112374057,77021067,157908152,32405080,800705,61377873
2024,大分県第３区,356746,344869,306731,346876,182119,194050,70317,425972615,0.39625,42850417,53225855,79612044,17015847,336108,31536419
2024,大阪府第１区,533094,478154,456215,496897,260016,3571,3571,907173342.4557333,0.9400000000000001,142918857.31600443,6499827.477541949,147808969.29858825,20904366.798650227,635551.8885206681,34063937.43210712
2024,大阪府第１０区,383625,375372,328983,376077,196840,12210,6256,643261097,0.8,55416099,11919281,75143324,10418404,431907,19025906
2024,大阪府第１１区,472322,451580,388106,467721,243716,9067,7392,774182710,0.755,65906388,16128427,89341872,15982112,539685,22316654
2024,大阪府第１２区,404277,390833,347500,392704,202740,6166,5070,591539795,0.6766666666666666,52318299,22899360,82313712,16124112,386595,15348505
2024,大阪府第１３区,493940,434587,419380,460759,237038,6178,5170,721719097,0.77,77710422,20160144,107429905,15370013,498358,10670142
2024,大阪府第１４区,505841,490456,438278,489498,256478,10239,8776,763576619,0.6375,69505119,29585388,102881386,15181905,575962,12827479
2024,大阪府第１５区,457686,447837,399187,447573,235074,26786,14204,686282473.8819386,0.58,57366675.72859136,31921138.67403678,90475664.21077448,14215083.676649764,497462.3995554324,12751561.53246474
2024,大阪府第１６区,393482,377864,334588,382302,198839,4975,4975,620920504.9143257,0.81,71841138.3407167,16005891.506013092,94158399.91551726,12239906.124806944,555477.8561082071,20680491.51838097
2024,大阪府第１７区,395075,384730,337852,385920,202311,8689,8295,626796724.2037357,0.81,72521022.93069194,16157366.819950126,95049488.87370826,12355741.19854329,560734.7443363605,20876205.949154288
2024,大阪府第１８区,521767,508338,447473,511310,266284,18730,13458,782603194,0.7020000000000001,73158335,28023872,104671900,15963274,603344,16041076
2024,大阪府第１９区,362868,355653,315266,353702,183715,25763,13878,503828660,0.7885714285714286,54889396,19514152,69133006,11737390,403063,12099132
2024,大阪府第２区,558305,502956,476221,514973,271079,3938,3938,940174276.93155,0.9400000000000001,148117925.2613615,6736276.644037316,153185928.56588364,21664820.844966467,658671.8428309168,35303107.18564311
2024,大阪府第３区,441322,421736,382589,413647,206156,4688,4688,755185745.9127077,0.9400000000000001,118974267.44816992,5410847.995867945,123045091.28341112,17402054.375778623,529071.6829260568,28356873.812840115
2024,大阪府第４区,495651,463960,422560,474266,247181,2947,2947,865856449.99489,0.9400000000000001,136409667.96706793,6203795.109376611,141077061.5104624,19952284.72727476,606605.9001385462,32512507.32078422
2024,大阪府第５区,521679,488309,452443,492235,249022,5942,5942,898662037.0493239,0.9400000000000001,141577960.28340572,6438844.626568205,146422192.1297383,20708237.302969415,629588.99700737,33744341.869428165
2024,大阪府第６区,465221,449773,403695,450703,233083,3950,3950,734203625.6557951,0.8275,96702822.72399051,16444556.146607973,123002232.2119163,17996367.950360503,509189.6885764421,27414842.37919728
2024,大阪府第７区,473023,454413,394052,459757,238975,5096,5058,938579462,0.99,86137474,1393688,87305497,13797600,465142,19556566
2024,大阪府第８区,506551,496955,435491,501966,263587,5853,5299,1009194747,0.9,87319755,9153857,99474786,14630424,483177,12175399
2024,大阪府第９区,451956,438350,381348,444493,230645,25748,10542,841791922,0.6925,75198088,7255223,88190732,14635009,504581,34492434
2024,奈良県第１区,471305,461675,407666,463862,246126,33009,17875,832977678,0.795,68663080,19351147,87752131,13433991,418576,23882296
2024,奈良県第２区,801551,787265,694915,791293,416772,61686,37929,1265882845,0.536875,106344511,56946703,147777423,23498571,808799,41390298
2024,奈良県第３区,406247,400082,357555,402215,211152,302090,44036,539069657,0.2918181818181818,48257904,68781406,79375055,15490363,388784,32530062
2024,宮城県第１区,546348,523483,464554,520504,270484,53063,16983,938389944.8157266,0.91,108192368.8010601,11557713.360714711,106658703.11117613,16097024.821410898,757135.8322084856,26607182.93712283
2024,宮城県第２区,550356,528547,465750,532231,273700,25572,17698,959531951.1842734,0.91,110629952.19893992,11818109.63928529,109061732.88882388,16459692.178589102,774194.1677915145,27206645.06287717
2024,宮城県第３区,334448,330480,291138,328793,166164,184821,74518,444205021,0.5253846153846154,44499713,36533911,66515990,13605058,448548,29368420
2024,宮城県第４区,461445,454646,400633,453764,230623,128690,59495,633612820,0.6916666666666667,64029974,77489049,106533464,19231826,608916,94545142
2024,宮城県第５区,409399,405545,363754,398082,202933,336084,149896,479181354,0.38333333333333336,46868533,99542499,98668725,17668596,436659,56212669
2024,宮崎県第１区,426671,412679,357463,422507,223127,86939,37073,580556623,0.5,56870427,26549005,90705377,19679586,417084,23972277
2024,宮崎県第２区,319057,315481,276306,316615,165011,433971,73955,366299351,0.366875,39709881,56881749,71916979,20487617,296266,38000635
2024,宮崎県第３区,323848,319711,279029,321557,169230,252516,76490,369922618,0.39142857142857146,36909996,49326361,70159097,20481952,303809,25017622
2024,富山県第１区,413938,403780,358584,401505,205634,124170,47110,693117789,0.8300000000000001,73826489,16564189,72314075,12593994,410641,25047347
2024,富山県第２区,608655,595764,529758,593221,304072,276826,118456,987217836,0.5766666666666667,104999489,40710867,107483295,19074802,597958,37786890
2024,富山県第３区,426159,413624,371302,415583,214011,147930,65769,631093751,0.5733333333333334,64918289,48462722,74552437,13794617,402947,33089109
2024,山口県第１区,470515,460508,406139,457527,238064,149925,47813,686798197,0.73,68059778,28488646,86195500,15178395,504957,31198739
2024,山口県第２区,452720,442286,393721,446607,231917,211981,57264,707876131,0.538,70974200,45747362,89034345,15368813,503759,30343007
2024,山口県第３区,418824,410799,370089,405048,215636,249348,66439,536909364,0.3983333333333333,54575182,61076848,79081654,15494794,408228,21518972
2024,山形県第１区,363311,358864,314923,352076,182449,82785,37716,525651797,0.5519999999999999,50492726,22234661,64623999,12085322,403887,15387544
2024,山形県第２区,370390,366885,326710,357976,181853,428679,121032,456493127,0.37,45289131,68091391,72896298,15866647,377313,34499834
2024,山形県第３区,334326,330868,296740,324392,168068,420850,128580,410865777,0.2984615384615385,41662803,67448336,69680080,16892422,278015,39537894
2024,山梨県第１区,507444,490544,434973,494320,251227,239549,56727,775127599,0.535,75092110,55117243,93199352,17718473,547035,26783253
2024,山梨県第２区,302530,296129,264544,298872,151864,206508,38583,456900963,0.5573333333333333,46378872,40944500,57278839,10010708,280184,20952823
2024,岐阜県第１区,402557,377921,332486,392482,204344,20360,14327,708330956,0.8700000000000001,66510358,7778381,75111345,11353508,448355,30765488
2024,岐阜県第２区,358439,347940,312673,347415,177296,143297,45302,546443893,0.6318181818181818,56050697,26238382,58611111,11783431,441058,18936549
2024,岐阜県第３区,495524,480121,425835,485757,246798,137902,38255,777575104,0.693,73017937,29986191,85107942,13047936,672524,30992123
2024,岐阜県第４区,398648,379855,344189,381967,195390,604291,83256,580606072,0.4633333333333334,59636275,60013923,72076908,14484666,489263,32956483
2024,岐阜県第５区,323574,314890,283783,313873,160780,156282,39926,487508468,0.604,47412949,34173832,57043682,10401518,378961,22882787
2024,岡山県第１区,414013,394116,350005,385341,199612,133119,41841,604233013.151608,0.462,66342507.6470814,34881550.49909294,80531342.28935999,11789459.343539769,550594.2250571278,25018120.539442852
2024,岡山県第２区,502747,489148,430719,491304,255162,56829,36897,793068247.848392,0.706,89047507.3529186,30094869.500907063,102662401.71064,13564245.656460231,705707.7749428722,31654129.460557148
2024,岡山県第３区,484712,475267,423894,474140,245194,484457,117075,608135739,0.37,63428557,103539787,95349699,21498975,509018,42587562
2024,岡山県第４区,486960,452369,385767,483438,247833,36369,26355,732607908,0.8,85831700,14503539,95627161,14722433,620039,25628649
2024,岩手県第１区,349934,342182,300354,340631,179422,119277,39627,528289575,0.6366666666666667,49445871,20405330,68279751,11606140,313597,19753562
2024,岩手県第２区,421572,417879,376567,411127,211750,965271,164507,470874067,0.31478260869565217,47811902,118514592,101855983,24937955,366972,84631927
2024,岩手県第３区,439028,434684,386254,429681,219376,442955,171005,555740221,0.45714285714285713,56107195,72281994,83243264,20558658,420498,28777068
2024,島根県第１区,312233,306334,269198,302857,156793,250372,51223,425043053,0.22444444444444445,41327483,67495268,67454534,15310076,271896,33002431
2024,島根県第２区,358893,349863,311339,346834,179870,420394,75835,465023235,0.28200000000000003,45321340,75098791,75791490,18065716,325779,38713207
2024,広島県第１区,501230,482748,424272,482367,250067,12109,7766,856439496.2556748,0.8150000000000001,92634852.15010582,18675411.797466397,108234348.37753585,12832857.210146427,677099.4994887293,26199622.363094065
2024,広島県第２区,470287,453264,392575,462794,238807,82919,16433,792220998.8986268,0.775,86695297.09208453,24252688.05483604,102944889.94448829,12789485.910385534,661112.7818552558,35206514.67427377
2024,広島県第３区,513053,501518,436072,503427,258109,209024,42183,879160921.8456984,0.56,99745010.75780964,36933947.14769756,117069050.67797586,15671459.879468039,721470.7186560149,30814366.962632164
2024,広島県第４区,487115,470421,422338,462457,235448,128380,50400,719578713,0.55,77713906,39647047,93839224,18001129,552431,27398934
2024,広島県第５区,367087,358741,324178,353882,184198,363693,87494,481211609,0.3871428571428572,49727769,70613054,75735826,21077664,402436,30267137
2024,広島県第６区,460930,446471,392550,450948,231267,51772,25529,692130912,0.8200000000000001,74494016,15523387,85821397,13768111,559001,20771322
2024,徳島県第１区,421455,399111,351105,415540,216585,216004,49853,605730162,0.35500000000000004,65031237,41234133,82526904,16034310,343222,23944784
2024,徳島県第２区,298104,293973,262898,296445,153769,198694,51774,373759073,0.47333333333333333,35495394,53380402,58225085,12229772,243251,24778417
2024,愛媛県第１区,511192,489817,425772,500088,265024,42935,24094,719783097,0.77,69252296,19935597,101312183,15420085,482076,12867860
2024,愛媛県第２区,461664,448576,399316,455253,236312,161534,52534,629246204,0.574,71877692,43093587,85196913,16557630,457180,26356406
2024,愛媛県第３区,361985,358413,320929,358535,188228,363128,89951,413063603,0.3592857142857143,41597620,86708637,77214071,18401418,299940,33325333
2024,愛知県第１区,491530,447862,410950,461430,233892,5255,5255,1024094339.1232158,0.99,124219614.13578281,1006481.1308715001,101699615.0504874,14453029.577192673,689105.2173600034,24448331.09900474
2024,愛知県第１０区,428056,412572,364447,417835,212991,12429,12429,709044550,0.8250000000000001,58391749,12152196,68477442,11060800,551689,11380344
2024,愛知県第１１区,484282,459064,410318,457953,219967,95051,32433,972928153,1.395,122499148,1027073,78423303,11848400,635606,49754624
2024,愛知県第１２区,553700,527751,468745,531898,262478,54842,29345,1029967366,1.01,102735249,2050519,87159973,13801033,811663,27237495
2024,愛知県第１３区,532581,501960,447435,507055,244506,20254,20205,1085086636,1.168,115996235,338372,83996603,12371281,751323,32871227
2024,愛知県第１４区,359399,345778,309067,346492,173854,132725,31054,582400649,0.5985714285714286,59349185,19056498,59691170,10852080,560341,22633249
2024,愛知県第１５区,431280,408202,367375,409160,203433,45311,35754,731629752,1.005,79771832,1181951,76123917,13011253,626588,28544395
2024,愛知県第１６区,480612,458155,407392,464446,232127,21726,17656,833326240,1.0142857142857145,85113439,7289846,77696352,10955706,693653,24817974
2024,愛知県第２区,506587,482076,415711,481745,247816,7164,6555,1069181300.3075517,0.99,129688529.1633459,1050792.6497880304,106177060.55630767,15089341.251467576,719443.887343898,25524697.71209076
2024,愛知県第３区,521218,496873,437250,499456,253079,7043,6695,1108488963.0954313,0.99,134456432.39018172,1089424.267387374,110080581.96184954,15644089.765525311,745893.7118127514,26463094.41818805
2024,愛知県第４区,453514,419670,381774,427750,213937,8357,8353,949345195.5008465,0.99,115152764.11715992,933017.5838811613,94276510.71201696,13398095.922770878,638807.0925725277,22663835.52781414
2024,愛知県第５区,426679,399699,360325,405416,202050,6567,6567,872656687.9729544,0.9533333333333334,103421588.19352967,3071532.368071934,86763871.71933843,12407850.48304356,621410.0909108197,23492770.24290231
2024,愛知県第６区,436473,420397,373388,424197,214281,20418,12458,762237106,0.9299999999999999,70373490,4442590,72907627,10710834,601021,19848471
2024,愛知県第７区,441147,422723,359829,431097,215869,15240,13569,878803322,1,77192409,3438403,67822212,10056983,671370,15807774
2024,愛知県第８区,535372,516907,455170,518923,256886,35853,32185,927407764,0.9144444444444445,106887842,6657191,84079684,13093338,825965,29685291
2024,愛知県第９区,459985,445069,398140,449734,227113,28783,28774,760439327,0.99625,71766659,17550656,75432854,12241875,654952,23954454
2024,新潟県第１区,434255,424109,375631,421771,219271,100748,39222,624846434.3578564,0.575,69710094.2438162,49293128.68754076,88691162.4512814,13215552.426495455,568459.6541213809,28525171.5958822
2024,新潟県第２区,474855,467749,415648,463815,238890,110500,67396,680230126.0669352,0.565,72227862.9484663,44796405.7591024,92818938.7496189,12849543.927356586,591997.9071529089,32454906.48885609
2024,新潟県第３区,446769,441922,393618,438312,225209,401967,134404,583044227.5752085,0.47090909090909094,63589534.807717495,67592931.55335684,86200553.79909968,15506964.646147959,516381.4387257104,27567836.915261716
2024,新潟県第４区,430288,425131,376631,417405,212131,163683,77738,587006518,0.6783333333333333,66052503,42620224,83177662,16248697,459021,33765540
2024,新潟県第５区,415105,409505,365324,403848,205073,481496,136255,544815863,0.47625,64296095,78265319,80044722,17673731,386754,27023209
2024,東京都第１区,416065,362205,344147,370558,185454,2988,2988,1572261791,3,70584915,0,75801475,18292960,188359,18799947
2024,東京都第１０区,541668,489482,464411,477034,244069,2430,2430,1646891219,3,71143375,0,94884455,24913000,239505,34371734
2024,東京都第１１区,584483,543391,500578,539869,275450,3222,3222,1194002760,3,48482243,0,110189075,20416985,457847,20696248
2024,東京都第１２区,939696,878165,817907,869294,441313,5283,5283,1975729441,3,79359980,0,176146423,34855806,736005,37613754
2024,東京都第１３区,695043,644285,594596,654066,325590,5325,5325,1273315246,3,51515303,0,139880910,28232220,757070,30131674
2024,東京都第１４区,970017,911392,838889,915934,456556,6367,6367,2049188525,3,83294823,0,188806767,37786029,926326,50029364
2024,東京都第１５区,524310,492456,451718,499491,253723,4301,4301,1389759337,3,55350524,0,91321920,20550838,431064,16197314
2024,東京都第１６区,697932,650161,595151,649707,322160,4990,4990,1393308864,3,56806618,0,133899080,25962113,707831,33697458
2024,東京都第１７区,453093,432623,397861,440250,220562,3480,3480,876801561,3,35416189,0,89901173,20151269,509791,32286452
2024,東京都第１８区,483611,461292,410508,467337,240834,3803,3789,1179561600,1.1466666666666667,96282678,2992769,85220798,28309922,457818,14429931
2024,東京都第１９区,405111,384255,341582,391377,199655,4012,4000,889644732,1.0033333333333334,70390462,1307615,70997332,24471120,474892,12194143
2024,東京都第２区,380623,358723,336365,356203,180498,2032,2032,1347325341,3,56021698,0,78142855,19206304,266594,42542866
2024,東京都第２０区,498024,484004,430204,489403,250229,6899,6552,871429617,0.796,71603704,16047186,96555665,34644465,643186,17918069
2024,東京都第２１区,953371,915627,820559,912052,456690,23829,15891,1758969341,1.0233333333333334,161119631,6307371,176155407,51515069,1059654,35111598
2024,東京都第２２区,522777,496909,440911,500998,257545,4439,4425,1226757481,1.0766666666666667,98605776,1723275,89696161,29880434,487294,15902184
2024,東京都第２３区,431079,416777,369600,422759,216173,7155,6376,839147283,0.97,69256764,2227998,83541894,23781031,511119,23783915
2024,東京都第２４区,579355,554415,498397,547949,273959,18638,10803,1006074882,0.9400000000000001,90751232,5069974,105750831,29921822,621281,19221685
2024,東京都第２５区,492992,479447,431648,477814,238401,59004,14986,819724311,0.7166666666666667,79152267,15389848,93903081,38360028,597764,14570819
2024,東京都第２６区,1036169,976482,890238,972308,496346,7653,7653,2993380224,3,126249339,0,174060823,40740524,685656,36525514
2024,東京都第２７区,935988,867534,795104,869186,445047,4965,4965,2537653378,3,103596558,0,156778747,34968867,525153,60082699
2024,東京都第２８区,752608,714410,637946,718101,370195,4808,4808,1724767301,3,69278731,0,130645603,29002184,608873,26452053
2024,東京都第２９区,912518,843574,786163,851746,424903,6341,6341,1735193330,3,69952753,0,181424368,37849801,960016,40968635
2024,東京都第３区,446949,415001,373820,414336,211122,42473,18764,1354227804,0.499,56400357,11587875,74370013,30685324,304349,43319976
2024,東京都第３０区,502892,486406,430812,491186,246692,6841,6547,1030141127,1.1033333333333333,97293371,907620,90967093,28600869,564221,22069768
2024,東京都第４区,748081,700751,637511,703391,353629,6186,6186,1876201519,3,78562537,0,129077172,28295194,567313,28008564
2024,東京都第５区,943664,916972,828671,892345,470900,5805,5805,3072063870,3,128612553,0,153467492,31104191,539781,39789958
2024,東京都第６区,943664,916972,828671,892345,470900,5805,5805,3072063870,3,128612553,0,153467492,31104191,539781,39789958
